ACCOUNT_MODEL,ACCOUNT_TYPE_ALIAS,ACCOUNT_TYPE_ID,ACCOUNT_TYPE_NAME,APPLY_CREDIT_LIMIT,BALANCE_DIRECTION,CREATE_OPER_ID,CREATE_OPER_TIME,CURRENCY,CUSTOMER_APPLIED,DEBIT_QUERY_BALANCE,DESCRIPTION,EXCLUDE_LIMIT,FOR_CHARGE_CREDIT,FOR_CHARGE_DEBIT,FOR_TAX_CREDIT,FOR_TAX_DEBIT,GROUP_APPLIED,ISLOYALTYPROVIDERACCT,IS_ALLOW_OVER_DRAW,IS_SHARABLE,LAST_OPER_ID,LAST_OPER_TIME,LOAD_DATA_TS,ORGANIZATION_APPLIED,REALTIME_UPDATE,SP_APPLIED,STATUS,STATUS_GROUP,UNIQUE_ID,VALUE_TYPE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    <endrec>
"1001","M-PESA Airtime Commission Account","21047","M-PESA Airtime Commission Account","","2","203000000000010805","2015-07-27 12:22:24.215000","TZS","false","","Holds the revenue the service provider earns from airtime purchases made through M-Pesa","false","true","false","false","false","false","","false","0","203000000000010806","2016-08-18 12:47:31.190000","2016-08-18 12:46:59.000000","false","true","true","50","1002|1006|1000|1004|1000|1002|1006","937144900","1001"<endrec>
"1001","Settlement Account","10089","Settlement Account","0","2","203000000000010809","2015-08-06 21:53:15.429000","TZS","false","","Holds the debits and credits created during the automated settlement of M-Pesa Revenue or Airtime","true","false","false","false","false","false","false","true","0","203000000000010811","2017-10-27 12:30:49.675000","2017-10-27 12:11:22.000000","true","true","true","50","1002|1006|1000|1000|1002|1006","937146068","1001"<endrec>
"1001","VAT Account","10033","V.A.T. Account","","2","203000000000011204","2015-08-10 11:42:28.107000","TZS","false","","Holds V.A.T. deducted from commission payments to 3rd party organisations","true","false","false","true","false","False","","false","0","203000000000011204","2015-08-10 11:42:36.315000","2015-08-10 11:42:36.315000","false","true","true","30","1002|1006|1000|1000|1002|1006","937148096","1001"<endrec>
"1001","Commission Received Account","10014","M-PESA Commission Received Account","","2","203000000000010806","2015-08-20 10:45:03.952000","TZS","false","","Total Commission received by the Service Provider","true","true","true","false","false","False","","true","0","203000000000010806","2015-08-20 11:37:54.251000","2015-08-20 11:37:54.251000","false","true","true","50","1002|1006|1000|1000|1002|1006","937150155","1001"<endrec>
"1001","Commission Received Account","10014","M-PESA Commission Received Account","","2","203000000000010806","2015-08-20 11:37:34.109000","TZS","false","","Total Commission received by the Service Provider","true","true","true","false","false","false","false","true","0","203000000000014909","2017-02-01 10:09:10.860000","2017-02-01 18:06:04.000000","false","false","true","50","1002|1006|1000|1000|1002|1006","937150156","1001"<endrec>
"1001","M-PESA Account","10011","M-PESA Account","","2","203000000000011204","2015-08-25 04:58:43.697000","TZS","true","","M-PESA working capital account","false","true","true","false","false","False","","false","0","203000000000010809","2015-11-02 18:06:09.851000","2015-11-02 18:06:12.000000","true","true","true","50","1002|1006|1007|1005|1000|1004|1000|1002|1006","937152128","1001"<endrec>
"1001","Commission Paid Account","10018","M-PESA Commission Paid Account","0","2","203000000000010806","2015-09-21 08:37:54.965000","TZS","false","","Total commission paid by the Service Provider","true","false","true","false","false","false","false","true","0","203000000000036503","2018-11-16 02:39:09.831000","2018-11-16 02:24:19.000000","false","true","true","50","1002|1006|1000|1000|1002|1006","937162204","1001"<endrec>
"1001","Bundle Purchase Account","21068","Bundle Purchase Account","","2","203000000000010809","2015-09-22 19:55:04.142000","TZS","false","","Receives payments for bundle purchases","true","false","true","false","false","False","","true","0","203000000000010809","2015-09-22 19:56:24.501000","2015-09-22 20:06:02.000000","true","false","false","60","1002|1006|1000|1000|1002|1006","937163208","1001"<endrec>
"1001","Savings Account","21079","Savings Account","","2","203000000000010809","2015-10-26 16:37:51.870000","TZS","true","","Savings Account","false","true","true","false","false","False","","false","0","203000000000010809","2015-10-26 16:55:12.444000","2015-10-26 16:55:51.000000","true","true","true","50","1002|1006|1007|1005|1000|1004|1000|1002|1006","937167371","1001"<endrec>
"1001","Savings Account","21079","Savings Account","","2","203000000000010809","2015-10-26 16:55:06.985000","TZS","true","","Savings Account","true","true","true","false","false","false","","false","0","203000000000015423","2016-08-09 08:43:41.562000","2016-08-09 08:43:10.000000","true","true","true","50","1002|1006|1007|1005|1000|1004|1000|1002|1006","937167376","1001"<endrec>
"1001","M-PESA Account","10011","M-PESA Account","","2","203000000000010809","2015-11-02 18:04:11.359000","TZS","true","","M-PESA working capital account","false","true","true","false","false","False","","false","1","203000000000010809","2016-03-03 13:40:02.537000","2016-03-03 13:40:22.000000","true","true","true","50","1002|1006|1007|1005|1000|1004|1000|1002|1006","937168321","1001"<endrec>
"1001","IBM Lite Account","21090","IBM Lite Account","","2","203000000000010811","2015-12-31 11:26:35.406000","TZS","true","","IBM Lite Working Account","false","true","true","false","false","False","","false","1","203000000000010811","2015-12-31 11:26:49.775000","2015-12-31 11:26:53.000000","false","true","false","30","1002|1006|1007|1005|1000|1004|1000|1002|1006","937178544","1001"<endrec>
"1001","IBM Lite Account","21090","IBM Lite Account","","2","203000000000010811","2015-12-31 11:35:54.171000","TZS","true","","IBM Lite Working Account","true","true","true","false","false","False","","false","1","203000000000010811","2015-12-31 11:35:54.171000","2015-12-31 11:35:58.000000","false","true","false","10","1002|1006|1007|1005|1000|1004|1000|1002|1006","937178547","1001"<endrec>
"1001","M-PESA Account","10011","M-PESA Account","","2","203000000000010809","2016-03-03 13:39:55.050000","TZS","true","","M-PESA working capital account","false","true","true","true","false","false","","false","0","203000000000013818","2016-04-29 17:58:47.029000","2016-04-29 17:57:51.000000","true","true","true","50","1002|1006|1007|1005|1000|1004|1000|1002|1006","937183514","1001"<endrec>
"1001","Group Savings Account","21101","Group Savings Account","","2","203000000000013818","2016-04-29 17:56:12.035000","TZS","false","","Group Savings Account","true","true","true","false","false","true","","false","0","203000000000010811","2016-08-11 08:55:52.667000","2016-08-11 08:55:21.000000","false","true","false","50","1002|1006|1007|1005|1000|1004|1000|1002|1006","937197795","1001"<endrec>
"1001","Group Loan Account","21102","Group Loan Account","","2","203000000000013818","2016-04-29 17:56:59.668000","TZS","false","","Group Loan Account","true","true","true","false","false","true","","false","0","203000000000014908","2016-07-27 13:39:29.353000","2016-07-27 13:39:00.000000","false","true","false","50","1002|1006|1007|1005|1000|1004|1000|1002|1006","937197796","1001"<endrec>
"1001","M-PESA Account","10011","M-PESA Account","","2","203000000000013818","2016-04-29 17:58:11.018000","TZS","true","","M-PESA working capital account","false","true","true","true","false","true","","false","0","203000000000013202","2016-05-10 04:46:48.976000","2016-05-10 04:45:50.000000","true","true","true","50","1002|1006|1007|1005|1000|1004|1000|1002|1006","937197797","1001"<endrec>
"1001","M-PESA Account","10011","M-PESA Account","","2","203000000000013202","2016-05-10 04:46:42.245000","TZS","true","","M-PESA working capital account","true","true","true","true","false","true","","false","0","203000000000013818","2016-06-17 01:37:06.544000","2016-06-16 17:36:42.000000","true","true","true","50","1002|1006|1007|1005|1000|1004|1000|1002|1006","937198568","1001"<endrec>
"1001","M-PESA Account","10011","M-PESA Account","","2","203000000000013818","2016-06-17 01:36:55.068000","TZS","true","","M-PESA working capital account","true","true","true","true","true","true","","false","0","203000000000010806","2016-07-21 12:05:23.846000","2016-07-21 12:04:55.000000","true","true","true","50","1002|1006|1007|1005|1000|1004|1000|1002|1006","937211549","1001"<endrec>
"1001","M-PESA Account","10011","M-PESA Account","","2","203000000000010806","2016-07-21 12:05:16.049000","TZS","true","","M-PESA working capital account","false","true","true","true","true","true","","false","0","203000000000010806","2016-07-22 12:10:27.443000","2016-07-22 12:09:59.000000","true","true","true","50","1002|1006|1007|1005|1000|1004|1000|1002|1006","937217566","1001"<endrec>
"1001","M-PESA Account","10011","M-PESA Account","","2","203000000000010806","2016-07-22 12:10:17.882000","TZS","true","","M-PESA working capital account","true","true","true","true","true","true","","false","0","203000000000013039","2016-07-25 13:57:56.951000","2016-07-25 13:57:28.000000","true","true","true","50","1002|1006|1007|1005|1000|1004|1000|1002|1006","937217578","1001"<endrec>
"1001","M-PESA Account","10011","M-PESA Account","","2","203000000000013039","2016-07-25 13:57:40.659000","TZS","true","","M-PESA working capital account","false","true","true","true","true","true","","false","0","203000000000014911","2016-07-28 15:40:29.146000","2016-07-28 15:40:00.000000","true","true","true","50","1002|1006|1007|1005|1000|1004|1000|1002|1006","937217605","1001"<endrec>
"1001","Group Loan Account","21102","Group Loan Account","","2","203000000000014908","2016-07-27 13:39:20.803000","TZS","false","","Group Loan Account","false","true","true","false","false","true","","false","0","203000000000014911","2016-08-12 14:13:45.652000","2016-08-12 14:13:14.000000","false","true","false","50","1002|1006|1007|1005|1000|1004|1000|1002|1006","937217669","1001"<endrec>
"1001","M-PESA Account","10011","M-PESA Account","","2","203000000000014911","2016-07-28 15:40:16.064000","TZS","true","","M-PESA working capital account","true","true","true","true","true","true","","false","0","203000000000010806","2016-08-05 13:00:36.510000","2016-08-05 13:00:06.000000","true","true","true","50","1002|1006|1007|1005|1000|1004|1000|1002|1006","937217720","1001"<endrec>
"1001","M-PESA Account","10011","M-PESA Account","","2","203000000000010806","2016-08-05 13:00:27.194000","TZS","true","","M-PESA working capital account","false","true","true","true","true","true","false","false","0","203000000000013818","2017-01-10 17:10:48.432000","2017-01-10 17:10:24.000000","true","true","true","50","1002|1006|1007|1005|1000|1004|1000|1002|1006","937218612","1001"<endrec>
"1001","Savings Account","21079","Savings Account","","2","203000000000015423","2016-08-09 08:43:31.466000","TZS","true","","Savings Account","false","true","true","false","false","false","","false","0","203000000000010806","2016-08-10 13:25:31.311000","2016-08-10 13:25:00.000000","true","true","true","50","1002|1006|1007|1005|1000|1004|1000|1002|1006","937218699","1001"<endrec>
"1001","Savings Account","21079","Savings Account","","2","203000000000010806","2016-08-10 13:25:21.018000","TZS","true","","Savings Account","true","true","true","false","false","false","","false","0","203000000000010806","2016-08-10 13:25:31.374000","2016-08-10 13:25:00.000000","true","true","true","30","1002|1006|1007|1005|1000|1004|1000|1002|1006","937218761","1001"<endrec>
"1001","Group Savings Account","21101","Group Savings Account","","2","203000000000010811","2016-08-11 08:55:44.828000","TZS","false","","Group Savings Account","false","true","true","false","false","true","false","false","0","203000000000014911","2016-11-28 13:10:52.149000","2016-11-28 13:10:39.000000","false","true","false","50","1002|1006|1007|1005|1000|1004|1000|1002|1006","937218799","1001"<endrec>
"1001","Group Loan Account","21102","Group Loan Account","","2","203000000000014911","2016-08-12 14:13:34.343000","TZS","false","","Group Loan Account","true","true","true","false","false","true","false","false","0","203000000000010811","2017-07-21 13:27:39.818000","2017-07-21 13:20:55.000000","false","true","false","50","1002|1006|1007|1005|1000|1004|1000|1002|1006","937218857","1001"<endrec>
"1001","Float Account","10013","Float Account","","2","203000000000010806","2016-08-18 12:45:26.756000","TZS","false","","The float account is used to carry out Agent operations such as deposit and withdrawal of funds","false","true","true","false","true","false","false","false","0","203000000000014909","2016-12-30 07:29:07.871000","2016-12-30 07:28:47.000000","true","true","false","50","1002|1006|1005|1000|1004|1000|1002|1006","937219082","1001"<endrec>
"1001","M-PESA Airtime Commission Account","21047","M-PESA Airtime Commission Account","","2","203000000000010806","2016-08-18 12:47:23.114000","TZS","false","","Holds the revenue the service provider earns from airtime purchases made through M-Pesa","false","true","true","false","true","false","","false","0","203000000000010806","2016-08-18 12:49:03.144000","2016-08-18 12:48:30.000000","false","true","true","50","1002|1006|1000|1004|1000|1002|1006","937219083","1001"<endrec>
"1001","M-PESA Airtime Commission Account","21047","M-PESA Airtime Commission Account","","2","203000000000010806","2016-08-18 12:48:56.640000","TZS","false","","Holds the revenue the service provider earns from airtime purchases made through M-Pesa","false","true","true","true","true","false","","false","0","203000000000010806","2016-08-18 12:49:03.158000","2016-08-18 12:48:30.000000","false","true","true","30","1002|1006|1000|1004|1000|1002|1006","937219084","1001"<endrec>
"1001","Test-R1","21113","Test-R1","","2","203000000000015728","2016-11-03 17:09:07.574000","TZS","false","","test","false","false","false","false","false","true","false","true","0","203000000000014909","2017-08-15 10:09:14.050000","2017-08-15 10:00:37.000000","false","false","true","50","1002|1006|1005|1000|1004|1000|1002|1006","937234552","1002"<endrec>
"1001","Org Float Account","21123","Org Float Account","","2","203000000000015423","2016-11-04 11:06:51.113000","TZS","false","","The float account is used to carry out FSI operations such as deposit and withdrawal of funds","false","true","true","false","true","false","false","false","0","203000000000015423","2016-11-04 11:20:21.552000","2016-11-04 11:20:13.000000","true","true","false","50","1002|1006|1005|1000|1004|1000|1002|1006","937235551","1001"<endrec>
"1001","Org Float Account","21123","Org Float Account","","2","203000000000015423","2016-11-04 11:20:12.529000","TZS","false","","The float account is used to carry out FSI operations such as deposit and withdrawal of funds","false","true","true","false","true","false","false","false","0","203000000000015423","2016-11-04 11:31:51.701000","2016-11-04 11:31:43.000000","true","true","false","60","1002|1006|1005|1000|1004|1000|1002|1006","937235553","1001"<endrec>
"1001","Group Savings Account","21101","Group Savings Account","","2","203000000000014911","2016-11-28 13:10:13.558000","TZS","false","","Group Savings Account","true","true","true","false","false","true","false","false","0","203000000000014911","2016-11-28 13:10:52.158000","2016-11-28 13:10:39.000000","false","true","false","30","1002|1006|1007|1005|1000|1004|1000|1002|1006","937243674","1001"<endrec>
"1001","Loyalty Point Consumer Account","21134","Loyalty Point Consumer Account","","2","203000000000013818","2016-12-21 10:39:39.586000","TZS","true","","","true","true","true","false","false","true","false","false","0","203000000000010806","2017-02-28 08:42:12.390000","2017-02-28 08:41:07.000000","true","true","false","50","1002|1006|1007|1005|1000|1004|1000|1002|1006","937250746","1003"<endrec>
"1001","Loyalty Point Provider Account","21135","Loyalty Point Provider Account","0","2","203000000000013818","2016-12-21 10:41:42.558000","TZS","false","","Loyalty Point Provider Account","true","true","true","false","false","false","true","true","1","203000000000010811","2017-11-13 15:15:53.116000","2017-11-13 14:55:08.000000","true","true","true","50","1002|1006|1005|1000|1004|1000|1002|1006","937250747","1003"<endrec>
"1001","Airtime Purchase Account","10027","Airtime Purchase Account","0","2","203000000000010811","2016-12-27 12:00:49.581000","TZS","false","","Receives payments for airtime purchases","false","false","true","false","false","false","false","true","0","203000000000010811","2017-11-03 13:44:33.397000","2017-11-03 13:24:34.000000","true","false","false","50","1002|1006|1000|1000|1002|1006","937253721","1001"<endrec>
"1001","Float Account","10013","Float Account","","2","203000000000014909","2016-12-30 07:28:57.617000","TZS","false","","The float account is used to carry out Agent operations such as deposit and withdrawal of funds","false","true","true","false","true","false","false","true","0","203000000000014909","2016-12-30 09:46:45.508000","2016-12-30 09:46:24.000000","true","false","false","50","1002|1006|1005|1000|1004|1000|1002|1006","937254687","1001"<endrec>
"1001","Float Account","10013","Float Account","","2","203000000000014909","2016-12-30 09:46:32.734000","TZS","false","","The float account is used to carry out Agent operations such as deposit and withdrawal of funds","false","true","true","false","true","false","false","true","0","203000000000014909","2017-02-01 14:21:55.800000","2017-02-01 22:18:48.000000","true","true","false","50","1002|1006|1005|1000|1004|1000|1002|1006","937254698","1001"<endrec>
"1001","M-PESA Account","10011","M-PESA Account","","2","203000000000013818","2017-01-10 17:10:33.376000","TZS","true","","M-PESA working capital account","true","true","true","true","true","true","false","false","0","203000000000013818","2017-01-10 17:17:27.993000","2017-01-10 17:17:04.000000","true","true","true","50","1002|1006|1007|1005|1000|1004|1000|1002|1006","937255704","1001"<endrec>
"1001","M-PESA Account","10011","M-PESA Account","","2","203000000000013818","2017-01-10 17:17:13.160000","TZS","true","","M-PESA working capital account","false","true","true","true","true","true","false","false","0","203000000000010806","2017-03-03 12:23:38.233000","2017-03-03 12:22:19.000000","true","true","true","50","1002|1006|1007|1005|1000|1004|1000|1002|1006","937255705","1001"<endrec>
"1001","SP FX Settlement Account","21144","SP FX Settlement Account","","2","203000000000013818","2017-01-23 17:13:14.087000","TZS","false","","SP FX Settlement Account","true","true","true","true","true","false","false","true","0","203000000000013818","2017-01-23 17:13:21.982000","2017-01-23 17:12:53.000000","false","true","true","30","1002|1006|1005|1000|1004|1000|1002|1006","937259684","1001"<endrec>
"1001","SP FX Pre-Funds Account","21145","SP FX Pre-Funds Account","","2","203000000000013818","2017-01-23 19:00:20.710000","TZS","false","","SP FX Pre-Funds Account","true","true","true","true","true","false","false","true","0","203000000000013818","2017-01-23 19:00:35.536000","2017-01-23 19:00:07.000000","false","true","true","30","1002|1006|1005|1000|1004|1000|1002|1006","937259687","1001"<endrec>
"1001","Commission Received Account","10014","M-PESA Commission Received Account","","2","203000000000014909","2017-02-01 10:09:03.121000","TZS","false","","Total Commission received by the Service Provider","true","true","true","false","false","false","false","true","0","203000000000010806","2017-02-01 12:28:53.277000","2017-02-01 20:25:46.000000","false","true","true","50","1002|1006|1000|1000|1002|1006","937262723","1001"<endrec>
"1001","Commission Received Account","10014","M-PESA Commission Received Account","","2","203000000000010806","2017-02-01 12:28:46.520000","TZS","false","","Total Commission received by the Service Provider","true","true","true","false","false","false","false","false","0","203000000000010806","2017-02-01 12:28:53.281000","2017-02-01 20:25:46.000000","false","true","true","50","1002|1006|1000|1000|1002|1006","937262735","1001"<endrec>
"1001","Float Account","10013","Float Account","","2","203000000000014909","2017-02-01 14:21:42.827000","TZS","false","","The float account is used to carry out Agent operations such as deposit and withdrawal of funds","false","true","true","false","true","false","false","false","0","203000000000016349","2017-02-09 08:44:28.637000","2017-02-09 16:40:43.000000","true","true","false","50","1002|1006|1005|1000|1004|1000|1002|1006","937262739","1001"<endrec>
"1001","Float Account","10013","Float Account","","2","203000000000016349","2017-02-09 08:43:59.960000","TZS","false","","The float account is used to carry out Agent operations such as deposit and withdrawal of funds","false","true","true","false","true","false","false","true","0","203000000000016349","2017-02-09 11:55:18.886000","2017-02-09 19:51:33.000000","true","false","false","50","1002|1006|1005|1000|1004|1000|1002|1006","937263698","1001"<endrec>
"1001","Float Account","10013","Float Account","","2","203000000000016349","2017-02-09 11:55:11.071000","TZS","false","","The float account is used to carry out Agent operations such as deposit and withdrawal of funds","false","true","true","false","true","false","false","true","0","203000000000016349","2017-02-09 11:56:43.992000","2017-02-09 19:52:58.000000","true","true","false","50","1002|1006|1005|1000|1004|1000|1002|1006","937263717","1001"<endrec>
"1001","Float Account","10013","Float Account","0","2","203000000000016349","2017-02-09 11:56:36.480000","TZS","false","","The float account is used to carry out Agent operations such as deposit and withdrawal of funds","false","true","true","false","true","false","false","false","0","203000000000016349","2018-03-07 12:44:41.335000","2018-03-07 12:37:34.000000","true","true","false","50","1002|1006|1005|1000|1004|1000|1002|1006","937263718","1001"<endrec>
"1001","LPCA","21134","Loyalty Point Consumer Account","","2","203000000000010806","2017-02-28 08:42:04.977000","TZS","true","","","true","true","true","false","false","true","false","false","0","203000000000010806","2017-02-28 08:45:08.118000","2017-02-28 08:44:03.000000","true","true","false","50","1002|1006|1007|1005|1000|1004|1000|1002|1006","937279874","1003"<endrec>
"1001","Loyalty Point Consumer Account","21134","Loyalty Point Consumer Account","","2","203000000000010806","2017-02-28 08:45:01.155000","TZS","true","","","true","true","true","false","false","true","false","false","0","203000000000011505","2017-03-28 10:50:16.487000","2017-03-28 10:47:03.000000","true","true","false","50","1002|1006|1007|1005|1000|1004|1000|1002|1006","937279875","1003"<endrec>
"1001","M-PESA Account","10011","M-PESA Account","","2","203000000000010806","2017-03-03 12:23:30.439000","TZS","true","","M-PESA working capital account","true","true","true","true","true","true","false","false","0","203000000000014909","2017-03-29 12:13:27.342000","2017-03-29 12:10:09.000000","true","true","true","50","1002|1006|1007|1005|1000|1004|1000|1002|1006","937280835","1001"<endrec>
"1001","LPCA","21134","Loyalty Point Consumer Account","0","2","203000000000011505","2017-03-28 10:50:09.460000","TZS","true","","","true","true","true","false","false","true","false","false","0","203000000000036503","2018-12-06 03:37:35.134000","2018-12-06 03:21:12.000000","true","true","false","50","1002|1006|1007|1005|1000|1004|1000|1002|1006","937302822","1003"<endrec>
"1001","M-PESA Account","10011","M-PESA Account","","2","203000000000014909","2017-03-29 12:13:20.474000","TZS","true","","M-PESA working capital account","true","true","true","true","true","true","false","false","0","203000000000013039","2017-04-03 23:10:37.135000","2017-04-03 15:06:56.000000","true","true","true","50","1002|1006|1007|1005|1000|1004|1000|1002|1006","937302915","1001"<endrec>
"1001","Bank Settlement Account","21156","Bank Settlement Account","","2","203000000000013818","2017-03-29 19:43:18.150000","TZS","false","","Bank Settlement Account","false","false","false","false","false","false","false","false","0","203000000000013818","2017-03-29 19:43:51.362000","2017-03-29 19:40:32.000000","true","true","false","30","1002|1006|1005|1000|1004|1000|1002|1006","937303825","1001"<endrec>
"1001","Loyalty Point Provider Account 01","21166","Loyalty Point Provider Account 01","","2","203000000000021013","2017-03-31 05:00:36.290000","TZS","false","","","true","true","true","false","false","false","false","true","1","203000000000021013","2017-04-27 13:13:10.136000","2017-04-27 13:12:54.000000","true","true","false","50","1002|1006|1005|1000|1004|1000|1002|1006","937305823","1003"<endrec>
"1001","Bank Transfer account","21177","Bank Transfer account","0","2","203000000000013818","2017-04-01 04:19:50.364000","TZS","false","","Bank Transfer account","false","false","false","false","false","false","false","true","0","203000000000010811","2017-12-05 09:07:27.347000","2017-12-05 09:07:14.000000","true","false","false","50","1002|1006|1005|1000|1004|1000|1002|1006","937306870","1001"<endrec>
"1001","M-PESA Account","10011","M-PESA Account","","2","203000000000013039","2017-04-03 23:10:12.899000","TZS","true","","M-PESA working capital account","false","true","true","true","true","true","false","false","0","203000000000021013","2017-04-17 21:17:12.037000","2017-04-17 13:12:27.000000","true","true","true","50","1002|1006|1007|1005|1000|1004|1000|1002|1006","937308885","1001"<endrec>
"1001","AutoTest","21188","AutoTest","","2","203000000000015719","2017-04-17 17:35:53.815000","TZS","true","","","false","false","false","false","false","false","false","true","0","203000000000015719","2017-04-17 17:38:41.954000","2017-04-17 09:33:58.000000","false","false","false","50","1002|1006|1005|1000|1004|1000|1002|1006","937322881","1002"<endrec>
"1001","AutoTest","21188","AutoTest","","2","203000000000015719","2017-04-17 17:38:19.850000","TZS","true","","","false","false","false","false","false","false","false","true","0","203000000000015719","2017-04-17 17:41:40.810000","2017-04-17 09:36:57.000000","false","false","false","50","1002|1006|1005|1000|1004|1000|1002|1006","937322882","1001"<endrec>
"1001","AutoTest","21188","AutoTest","","2","203000000000015719","2017-04-17 17:41:06.814000","TZS","true","","","false","false","false","false","false","false","false","true","0","203000000000015719","2017-04-17 17:44:14.365000","2017-04-17 09:39:30.000000","false","true","false","50","1002|1006|1005|1000|1004|1000|1002|1006","937322883","1001"<endrec>
"1001","AutoTest","21188","AutoTest","","2","203000000000015719","2017-04-17 17:43:46.853000","TZS","true","","","false","true","true","true","true","false","false","false","0","203000000000015719","2017-04-17 17:45:47.762000","2017-04-17 09:41:04.000000","false","true","false","50","1002|1006|1007|1005|1000|1004|1000|1002|1006","937322884","1001"<endrec>
"1001","AutoTest","21188","AutoTest","","2","203000000000015719","2017-04-17 17:45:31.325000","TZS","true","","","false","true","true","true","true","true","false","false","0","203000000000014909","2017-08-15 10:06:29.814000","2017-08-15 09:57:52.000000","true","true","true","50","1002|1006|1007|1005|1000|1004|1000|1002|1006","937322885","1001"<endrec>
"1001","M-PESA Account","10011","M-PESA Account","","2","203000000000021013","2017-04-17 21:17:03.400000","TZS","true","","M-PESA working capital account","true","true","true","true","true","true","false","false","0","203000000000013039","2017-04-24 14:27:40.115000","2017-04-24 14:22:33.000000","true","true","true","50","1002|1006|1007|1005|1000|1004|1000|1002|1006","937323873","1001"<endrec>
"1001","M-PESA Account","10011","M-PESA Account","","2","203000000000013039","2017-04-24 14:25:34.109000","TZS","true","","M-PESA working capital account","false","true","true","true","true","true","false","false","0","203000000000014911","2017-06-22 11:36:47.754000","2017-06-22 11:32:16.000000","true","true","true","50","1002|1006|1007|1005|1000|1004|1000|1002|1006","937327922","1001"<endrec>
