CATEGORY_ID,CUSTOMIZE_DISP_ORDER,DATA_DICT_KEY,DESCRIPTION,IS_EDITABLE,IS_VISIBLE,LOAD_DATA_TS,NAME,REG_EXP                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             <endrec>
"Others","","CPS.COMMISSION.HIERCOMMISSIONSTATUS","CPS.COMMISSION.HIERCOMMISSIONSTATUS","N","N","","CPS.COMMISSION.HIERCOMMISSIONSTATUS",""<endrec>
"Others","","CPS.COMMISSION.SETTLEMENT.CYCLE","Commission Settlement Cycle","N","N","","CPS.COMMISSION.SETTLEMENT.CYCLE",""<endrec>
"Others","","CPS.COMMON.AG.DATATYPE","Datatype of Service Parameter","N","N","","Datatype of Service Parameter",""<endrec>
"Others","","CPS.COMMON.AG.GETTINGTYPE","","N","N","","AG Getting Type",""<endrec>
"Others","","CPS.COMMON.AG.HANDLEMODULE","Handle Module of Service","N","N","","Handle Module of Service",""<endrec>
"Others","","CPS.COMMON.AG.INTERFACECODE","InterfaceCode","N","Y","","InterfaceCode",""<endrec>
"Others","","CPS.COMMON.AG.MAPPINGTYPE","Mapping type of Service Parameter","N","N","","Mapping type of Service Parameter",""<endrec>
"Others","","CPS.COMMON.AG.MERGING.CONVERTORID","CPS.COMMON.AG.MERGING.CONVERTORID","N","N","","CPS.COMMON.AG.MERGING.CONVERTORID",""<endrec>
"Others","","CPS.COMMON.AG.VALIDATIONTYPE","Validator Type of Service Parameter","N","N","","Validator Type of Service Parameter",""<endrec>
"Others","","CPS.COMMON.AG.VALIDATIONTYPE.URL","","N","N","","URL Validator",""<endrec>
"Others","","CPS.COMMON.AUDIT.LOG.INITIATOR_TYPE","CPS.COMMON.AUDIT.LOG.INITIATOR_TYPE","N","N","","CPS.COMMON.AUDIT.LOG.INITIATOR_TYPE",""<endrec>
"Others","","CPS.COMMON.BOTEPPARA","","N","N","","BO Tep Parameter",""<endrec>
"Others","","CPS.COMMON.GOABOPARA","","N","N","","GOA BO Parameter",""<endrec>
"Others","","CPS.COMMON.GOAPARA","GOA Request Parameter List","N","Y","","GOA Request Parameter List",""<endrec>
"Others","","CPS.COMMON.IDENTIFIER_TYPE","Identifier Type","N","N","","Identifier Type",""<endrec>
"Others","Y","CPS.COMMON.KYC_ROLE_TYPE","Common KYC Role Type","N","Y","","Common KYC Role Type",""<endrec>
"Others","","CPS.COMMON.OPERATOR.STATUS","Common Operator Status","N","N","","Common Operator Status",""<endrec>
"Others","","CPS.COMMON.STATUS","Common Status","N","N","","Common Status",""<endrec>
"Others","","CPS.COMMON.TEPPARA","TEP Parameter List","N","Y","","TEP Parameter List",""<endrec>
"Others","","CPS.COMMON.USED.STATUS","Common Used Status","N","N","","Common Used Status",""<endrec>
"Others","","CPS.COMMON.WEEK","Common Week","N","N","","Common Week",""<endrec>
"Others","","CPS.COMMON.WEEKDAY","week day list, 0 is Sunday","N","Y","","Week Day List",""<endrec>
"Others","","CPS.COMPLEX.RELATIONSHIP.QUERY.TYPE","","N","Y","","Complex Relationship Query Type",""<endrec>
"Others","","CPS.CONCURRENTCTRL.ITEMS","Concurrent Type","Y","Y","","Concurrent Type",""<endrec>
"Others","","CPS.CONDITION.PROPERTY","Condition Property","N","N","","Condition Property",""<endrec>
"Others","","CPS.CONDITION.VALUE.IDENTITY","Identity Type 1","N","N","","Identity Type 1",""<endrec>
"Others","","CPS.CONFIG.SET.DEPLOYMENT.PROCESS.STEP","Configuration Set Deployment Process Step","N","N","","Configuration Set Deployment Process Step",""<endrec>
"Others","","CPS.CONFIG.SET.DEPLOYMENT.STATUS","Configuration Set Deployment Status","N","N","","Configuration Set Deployment Status",""<endrec>
"Others","","CPS.CONFIG.STATUS","CPS.CONFIG.STATUS","N","N","","CPS.CONFIG.STATUS",""<endrec>
"Others","","CPS.CONFIGURATION.FEATURELIST","Export or Import Configuration Feature List","Y","Y","","Configuration Feature List",""<endrec>
"Others","","CPS.CONFIG_DATA.ALL.STATUS","","N","N","","CPS.CONFIG_DATA.ALL.STATUS",""<endrec>
"Others","","CPS.CONFIG_DATA.CURRENT.PROCESS","","N","N","","CPS.CONFIG_DATA.CURRENT.PROCESS",""<endrec>
"Others","","CPS.CONFIG_DATA.FAIL_REASON","Fail Reason","N","N","","Fail Reason",""<endrec>
"Others","","CPS.CONFIG_DATA.HISTORY.STATUS","","N","N","","CPS.CONFIG_DATA.HISTORY.STATUS",""<endrec>
"Others","","CPS.CONFIG_DATA.TABLES.STATUS","","N","N","","CPS.CONFIG_DATA.TABLES.STATUS",""<endrec>
"Others","","CPS.CONSOLE.INST_CONFIG.CONFIG_TYPE","","N","N","","Config Type",""<endrec>
"Others","","CPS.CREATE_CONTACT_TASK.ITENTITYPE","","N","N","","CPS.CREATE_CONTACT_TASK.ITENTITYPE",""<endrec>
"Others","","CPS.CS.SERVICE.TYPE","","N","N","","CPS.CS.SERVICE.TYPE",""<endrec>
"Others","","CPS.CURRENCY.SYMBOL_POSITION","currency symbol position","N","N","","currency symbol position",""<endrec>
"Others","","CPS.CURRENCYDEF.DICT.CURRENCY_SYMBOL_POSITOIN","","N","N","","CPS.CURRENCYDEF.DICT.CURRENCY_SYMBOL_POSITOIN",""<endrec>
"Others","","CPS.CURRENCYDEF.DICT.REFUNDING_MODE","","N","N","","CPS.CURRENCYDEF.DICT.REFUNDING_MODE",""<endrec>
"Others","","CPS.CUSTOMER.CHANNEL","CPS.CUSTOMER.CHANNEL","N","N","","CPS.CUSTOMER.CHANNEL",""<endrec>
"Others","","CPS.CUSTOMER.IDENTIFIER_TYPE","Customer Identifier Type","N","N","","Customer Identifier Type",""<endrec>
"Others","","CPS.CUSTOMER.PRODUCT.STATUS","Customer Product Status","N","N","","Customer Product Status",""<endrec>
"Others","","CPS.CUSTOMER.REGISTERBYTYPE","CPS.CUSTOMER.REGISTERBYTYPE","N","N","","CPS.CUSTOMER.REGISTERBYTYPE",""<endrec>
"Others","","CPS.CUSTOMER.TYPE","CPS.CUSTOMER.TYPE","N","N","","CPS.CUSTOMER.TYPE",""<endrec>
"Others","","CPS.CUSTOMERCARE.CUSTOMERTYPE","Customer Care Customer Type","N","N","","Customer Care Customer Type",""<endrec>
"Others","","CPS.DATACLIENT.STATUS","Data Client Status","N","N","","Data Client Status",""<endrec>
"Others","","CPS.DATATYPE.DELETEMETHOD","Data Type Delete Method","N","N","","Data Type Delete Method",""<endrec>
"Others","","CPS.DATE_TIME_FORMAT","date time format","N","N","","date time format",""<endrec>
"Others","","CPS.DECIMAL_GROUP_LENGTH","Decimal Group Length","N","N","","Decimal Group Length",""<endrec>
"Others","","CPS.DEVICE.STATUS","Device Status","N","N","","Device Status",""<endrec>
"Others","","CPS.DICTIONARY.HIERARCHYTYPE","Dictionary Hierarchytype","N","N","","Dictionary Hierarchytype",""<endrec>
"Others","","CPS.DIRECT.DEBIT.MANDATE.STATUS","CPS.DIRECT.DEBIT.MANDATE.STATUS","N","N","","CPS.DIRECT.DEBIT.MANDATE.STATUS",""<endrec>
"Others","","CPS.DIRECTDEBIT.CREATE.BY","CPS.DIRECTDEBIT.CREATE.BY","N","N","","CPS.DIRECTDEBIT.CREATE.BY",""<endrec>
"Others","","CPS.DIRECTDEBIT.FREQUENCY","CPS.DIRECTDEBIT.FREQUENCY","N","N","","CPS.DIRECTDEBIT.FREQUENCY",""<endrec>
"Others","","CPS.DIRECTDEBIT.IDENTITY.TYPE","CPS.DIRECTDEBIT.IDENTITY.TYPE","N","N","","CPS.DIRECTDEBIT.IDENTITY.TYPE",""<endrec>
"Others","","CPS.DISTRIBUTION.APPLIED.LEVEL","DISTRIBUTION.APPLIED.LEVEL","N","N","","DISTRIBUTION.APPLIED.LEVEL",""<endrec>
"Others","","CPS.DORMANT.DICT.BUSINESSSTATUS","","N","N","","CPS.DORMANT.DICT.BUSINESSSTATUS",""<endrec>
"Others","","CPS.DORMANT.INDENTITY.TYPE","identity type","N","Y","","identity type",""<endrec>
"Others","","CPS.EFT.FILENAME.FEILD","Provides the list of elements of EFT file name.","N","Y","","File Name Elements",""<endrec>
"Others","","CPS.EFT.SUMMARY.FEILD","Fields list of EFT summary information for configuring EFT template for each control.","N","N","","Summary",""<endrec>
"Others","","CPS.EFT.SYSTEM.FEILD","Provides the list of elements of EFT File name.","Y","Y","","System",""<endrec>
"Others","","CPS.EFT.TRANSACTION.FEILD","Fields list of finance transaction for configuring EFT template for each control.","N","N","","Transaction",""<endrec>
"Others","","CPS.ENVIRONMENTS","M-PESA environments","Y","Y","","CPS Environments","^\d+$"<endrec>
"Others","","CPS.ERRORCODE","Error Code","N","N","","Error Code",""<endrec>
"Others","","CPS.EVO.INITIATEMODEL","evo status","N","N","","evo status",""<endrec>
"Others","","CPS.EVO.STATUS","initiate model","N","N","","initiate model",""<endrec>
"Transaction","Y","CPS.EXTERNAL.BUNDLE.ELEMENT.UNIT","External Bundle Element Unit","Y","Y","","External Bundle Element Unit",""<endrec>
"Others","","CPS.EXTERNAL.BUNLDE.ELEMENT.LIST","External Bundle Element List","N","N","","External Bundle Element List",""<endrec>
"Transaction","","CPS.EXTERNAL.BUNLDE.ELEMENT.TYPE","External bundle element list, used for bundle configuration.","N","N","","External Bundle Element Type",""<endrec>
"Others","","CPS.EXTRA.APPROVING.PARAMETERS","","N","N","","CPS.EXTRA.APPROVING.PARAMETERS",""<endrec>
"Others","","CPS.EXTRA.PARAMETERS","","N","N","","CPS.EXTRA.PARAMETERS",""<endrec>
"Others","","CPS.FAULTORDER.CATEGORY","","N","N","","Fault Order Category",""<endrec>
"Others","","CPS.FAULTORDER.STATUS","Fault Order Status","N","N","","Fault Order Status",""<endrec>
"Others","","CPS.FIELD.TYPE","CPS.FIELD.TYPE","N","N","","CPS.FIELD.TYPE",""<endrec>
"Others","","CPS.FILE_ENCRYPT_CONF.ALGORITHM","File Encrypt Config","N","N","","File Encrypt Config",""<endrec>
"Others","Y","CPS.FINANCE.ADJUST.DIRECTION","Adjust Direction","N","N","","Adjust Direction",""<endrec>
"Others","Y","CPS.FINANCE.ADJUST.STATUS","Adjust Status","N","N","","Adjust Status",""<endrec>
"Others","Y","CPS.FINANCE.ADJUST.TYPE","Adjust Type","N","N","","Adjust Type",""<endrec>
"Others","","CPS.FINANCE.BANKRECONCILE","CPS.FINANCE.BANKRECONCILE","N","N","","CPS.FINANCE.BANKRECONCILE",""<endrec>
"Others","","CPS.FINANCE.BANKSTATEMENTTEMPLATE","CPS.FINANCE.BANKSTATEMENTTEMPLATE","N","N","","CPS.FINANCE.BANKSTATEMENTTEMPLATE",""<endrec>
"Others","","CPS.FINANCE.RECONCILIATION.EXTRACTION","CPS.FINANCE.RECONCILIATION.EXTRACTION","N","N","","CPS.FINANCE.RECONCILIATION.EXTRACTION",""<endrec>
"Others","","CPS.FINANCE.RECONCILIATION.NOTICEOPERATOR","CPS.FINANCE.RECONCILIATION.NOTICEOPERATOR","N","N","","CPS.FINANCE.RECONCILIATION.NOTICEOPERATOR",""<endrec>
"Others","","CPS.FUNDING_SOURCE.TYPE","Funding source type of auto sweep business.","N","Y","","Funding Source Type",""<endrec>
"Others","Y","CPS.FX_RATE.STATUS","CPS.FX_RATE.STATUS","N","N","","CPS.FX_RATE.STATUS",""<endrec>
"Others","Y","CPS.FX_RATE_FILE_HIS.STATUS","CPS.FX_RATE_FILE_HIS.STATUS","N","N","","CPS.FX_RATE_FILE_HIS.STATUS",""<endrec>
"Others","","CPS.GOA.ENCRYPT.ALGORITHM","The encription algorithm will be used in Generic Outbound API to encrypt the sensitive data.","N","N","","Encryption Algorithm of GOA",""<endrec>
"Others","","CPS.GROUP.ACTION.AUTH.INITIATORTYPE","Initiator Type","N","N","","Initiator Type",""<endrec>
"Others","","CPS.IC.ACCOUNTING.MODEL.TYPE","CPS.IC.ACCOUNTING.MODEL.TYPE","N","N","","CPS.IC.ACCOUNTING.MODEL.TYPE",""<endrec>
"Others","","CPS.IC.DOB.FORMAT.FOR.STK.ACTIVATION","","N","N","","Dob Format For STK Activation",""<endrec>
"Others","","CPS.IC.DORMANT_PROCESSSTATUS","CPS.IC.DORMANT_PROCESSSTATUS","N","N","","CPS.IC.DORMANT_PROCESSSTATUS",""<endrec>
"Others","","CPS.IC.DORMANT_TRANSACTIONSTATUS","CPS.IC.DORMANT_TRANSACTIONSTATUS","N","N","","CPS.IC.DORMANT_TRANSACTIONSTATUS",""<endrec>
"Others","","CPS.IC.IDENTITY.STATUS","CPS.IC.IDENTITY.STATUS","N","N","","CPS.IC.IDENTITY.STATUS",""<endrec>
"Others","","CPS.IC.KYC.DATATYPE","CPS.IC.KYC.DATATYPE","N","N","","CPS.IC.KYC.DATATYPE",""<endrec>
"Others","","CPS.IC.KYCFIELD_STATUS","CPS.IC.KYCFIELD_STATUS","N","N","","CPS.IC.KYCFIELD_STATUS",""<endrec>
"Others","","CPS.IC.OPERATOR_ISPRIMARY","CPS.IC.OPERATOR_ISPRIMARY","N","N","","CPS.IC.OPERATOR_ISPRIMARY",""<endrec>
"Others","","CPS.IC.OPERATOR_NOTY","CPS.IC.OPERATOR_NOTY","N","N","","CPS.IC.OPERATOR_NOTY",""<endrec>
"Others","","CPS.IC.OPERATOR_STATUS","CPS.IC.OPERATOR_STATUS","N","N","","CPS.IC.OPERATOR_STATUS",""<endrec>
"Others","","CPS.IC.ORG.STATUS","CPS.IC.ORG.STATUS","N","N","","CPS.IC.ORG.STATUS",""<endrec>
"Others","","CPS.IDENTITY.CAREER","Identity Career","N","N","","Identity Career",""<endrec>
"Others","","CPS.IDENTITY.CUSTOMER.CUSTOMER_TYPE","Customer Sub Type","N","N","","Customer Sub Type",""<endrec>
"Others","","CPS.IDENTITY.CUSTOMER.SECURITYCREDENTIALTYPE","CPS.IDENTITY.CUSTOMER.SECURITYCREDENTIALTYPE","N","N","","CPS.IDENTITY.CUSTOMER.SECURITYCREDENTIALTYPE",""<endrec>
"Others","","CPS.IDENTITY.DEVICE","CPS.IDENTITY.DEVICE","N","N","","CPS.IDENTITY.DEVICE",""<endrec>
"Others","","CPS.IDENTITY.ETHNICITY","Identity Ethnicity","N","N","","Identity Ethnicity",""<endrec>
"Others","","CPS.IDENTITY.GROUP.INVITE_CUSTOMER_TYPE","Group Invite Customer Type","N","N","","Group Invite Customer Type",""<endrec>
"Others","","CPS.IDENTITY.HERICHYSHIPTYPE","CPS.IDENTITY.HERICHYSHIPTYPE","N","N","","CPS.IDENTITY.HERICHYSHIPTYPE",""<endrec>
"Others","","CPS.IDENTITY.IDTYPE","CPS.IDENTITY.IDTYPE","N","N","","CPS.IDENTITY.IDTYPE",""<endrec>
"Others","","CPS.IDENTITY.MARRIED","Identity Married","N","N","","Identity Married",""<endrec>
"Others","","CPS.IDENTITY.NATIONALITY","Identity Nationality","N","N","","Identity Nationality",""<endrec>
"Others","","CPS.IDENTITY.ORGANIZATION.ORGANAZATION_TYPE","CPS.IDENTITY.ORGANIZATION.ORGANAZATION_TYPE","N","N","","CPS.IDENTITY.ORGANIZATION.ORGANAZATION_TYPE",""<endrec>
"Others","","CPS.IDENTITY.PROFILE.ASSIGNMENT.OPTIONS","","N","N","","Profile Assignment Options",""<endrec>
"Others","","CPS.IDENTITY.RELIGION","CPS.IDENTITY.RELIGION","N","N","","CPS.IDENTITY.RELIGION",""<endrec>
"Others","","CPS.IDENTITY.SECURITYCREDENTIALTYPE","Identity Security Credential Type","N","N","","Identity Security Credential Type",""<endrec>
"Others","","CPS.IDENTITY.TYPE","Identity Type","N","N","","Identity Type",""<endrec>
"Others","","CPS.IDENTITY_STATE_TAG_DEF.APPLIEDTO","CPS.IDENTITY_STATE_TAG_DEF.APPLIEDTO","N","N","","CPS.IDENTITY_STATE_TAG_DEF.APPLIEDTO",""<endrec>
"Others","","CPS.IDENTITY_STATE_TAG_DEF.DURATIONUNIT","CPS.IDENTITY_STATE_TAG_DEF.DURATIONUNIT","N","N","","CPS.IDENTITY_STATE_TAG_DEF.DURATIONUNIT",""<endrec>
"Others","","CPS.IDENTITY_STATE_TAG_DEF.STATUS","CPS.IDENTITY_STATE_TAG_DEF.STATUS","N","N","","CPS.IDENTITY_STATE_TAG_DEF.STATUS",""<endrec>
"Transaction","","CPS.INCENTIVE.PAYMENT.RESULT","CPS.INCENTIVE.PAYMENT.RESULT","N","N","","CPS.INCENTIVE.PAYMENT.RESULT",""<endrec>
"Others","","CPS.INCENTIVE.REVERSE.STATUS","","N","N","","Incentive Reverse Failed Status",""<endrec>
"Others","","CPS.INDENTITY.TYPE","Identity Type","N","N","","Identity Type",""<endrec>
"Others","","CPS.INITIATE.TRANSACTION.IDENTIFIER","CPS.INITIATE.TRANSACTION.IDENTIFIER","N","N","","CPS.INITIATE.TRANSACTION.IDENTIFIER",""<endrec>
"Others","","CPS.INITIATE.TRANSACTION.IDENTIFIER.CUSTOMER","CPS.INITIATE.TRANSACTION.IDENTIFIER.CUSTOMER","N","N","","CPS.INITIATE.TRANSACTION.IDENTIFIER.CUSTOMER",""<endrec>
"Others","","CPS.INITIATE.TRANSACTION.IDENTIFIER.ORGANIZATION","INITIATE.TRANSACTION.IDENTIFIER.ORGANIZATION","N","N","","INITIATE.TRANSACTION.IDENTIFIER.ORGANIZATION",""<endrec>
"Others","","CPS.INPUT_PARA.DATA_TYPE","Input Parameter Data Type","N","N","","Input Parameter Data Type",""<endrec>
"Others","","CPS.INTEROPERATION.SCHEDULETYPE","Schedule type for Interoperation.","N","N","","Interoperation Schedule Type",""<endrec>
"Others","","CPS.INTEROPERATION.TYPE","Indicates interoperation type for transaction or reason type. Off-net means transaction request need to be send to partner SP; In-net means transaction request is initiated from partner SP.","N","Y","","Interoperation Type",""<endrec>
"Others","","CPS.KYC_ROLE_TYPE","KYC Role Type","N","Y","","KYC Role Type",""<endrec>
"Others","","CPS.LANGUAGE.CHINESE","CPS.LANGUAGE.CHINESE","N","N","","CPS.LANGUAGE.CHINESE",""<endrec>
"Others","","CPS.LANGUAGE.ENGLISH","CPS.LANGUAGE.ENGLISH","N","N","","CPS.LANGUAGE.ENGLISH",""<endrec>
"Others","","CPS.LOOKUP_RULE.CONDITION_OP","Condition Operator","N","N","","Condition Operator",""<endrec>
"Others","Y","CPS.LOOKUP_RULE.CONNECTOR","Connector","N","N","","Connector",""<endrec>
"Others","","CPS.LOYALTY.ASSIGNMENT.INDENTITY.TYPE","","N","N","","Assignment Loyalty Point Identity Type",""<endrec>
"Others","","CPS.MAKER_CHECKER.DICT.STATUS","","N","N","","CPS.MAKER_CHECKER.DICT.STATUS",""<endrec>
"Others","","CPS.MNP.DIRECTION","Mnp Direction","N","N","","Mnp Direction",""<endrec>
"Others","","CPS.MNP.MSISDN.RESULT","Mnp Msisdn Result","N","N","","Mnp Msisdn Result",""<endrec>
"Others","","CPS.MQ.CONSUMER","","N","N","","CPS.MQ.CONSUMER",""<endrec>
"Others","","CPS.MQ.DIRECTION","","N","N","","CPS.MQ.DIRECTION",""<endrec>
"Others","","CPS.MQ.NEW.CONSUMER","CPS.MQ.NEW.CONSUMER","N","N","","CPS.MQ.NEW.CONSUMER",""<endrec>
"Others","","CPS.MSISDNCONVERSION.ACTION","CPS.MSISDNCONVERSION.ACTION","N","N","","CPS.MSISDNCONVERSION.ACTION",""<endrec>
"Others","","CPS.MSISDNCONVERSION.FORMAT","CPS.MSISDNCONVERSION.FORMAT","N","N","","CPS.MSISDNCONVERSION.FORMAT",""<endrec>
"Others","","CPS.NC.SEND.INTERNAL_STATUS","","N","N","","CPS.NC.SEND.INTERNAL_STATUS",""<endrec>
"Others","","CPS.NC.TYPE.NOTIFICATION.CATEGORY","NC Type Notification Category","N","N","","NC Type Notification Category",""<endrec>
"Others","","CPS.NC.TYPE.NOTIFICATION.CHANNEL","","N","N","","Channel",""<endrec>
"Others","","CPS.NC.TYPE.QUERY.STATUS","NC Type Query Status","N","N","","NC Type Query Status",""<endrec>
"Others","","CPS.NC.VARIABLE.DATATYPE","Notification variable datatype","N","N","","Notification variable datatype",""<endrec>
"Others","","CPS.NEGATIVE_FORMAT","negative format","N","N","","negative format",""<endrec>
"Others","","CPS.NOTIFICATION.CHANNEL","CPS.NOTIFICATION.CHANNEL","N","N","","CPS.NOTIFICATION.CHANNEL",""<endrec>
"Others","","CPS.NOTIFICATION.PARAMETERS","Notification Parameters","N","N","","Notification Parameters",""<endrec>
"Others","","CPS.NOTIFICATION.SCENARIO.FLAG","","N","N","","Notifaction Scenario Flag",""<endrec>
"Others","","CPS.OFFLINEDATA.STATUS","Off Line Data Status","N","N","","Off Line Data Status",""<endrec>
"Others","","CPS.ONLINE.HELP.CHANNEL","Channels of Online Help","N","N","","Channels of Online Help",""<endrec>
"Others","","CPS.ONLINE.HELP.IDENTITY.TYPE","Identity Type of Online Help","N","N","","Identity Type of Online Help",""<endrec>
"Others","","CPS.OPARETOR.ACCOUNT.LEVEL","Operator Account Level","N","N","","Operator Account Level",""<endrec>
"Others","","CPS.OPERATION.CHARACTER.SET","CPS.OPERATION.CHARACTER.SET","N","N","","CPS.OPERATION.CHARACTER.SET",""<endrec>
"Others","","CPS.OPERATION.IDENTITY.LAN","CPS.OPERATION.IDENTITY.LAN","N","N","","CPS.OPERATION.IDENTITY.LAN",""<endrec>
"Others","","CPS.OPERATION.IDENTITY.ORGTYPE","CPS.OPERATION.IDENTITY.ORGTYPE","N","N","","CPS.OPERATION.IDENTITY.ORGTYPE",""<endrec>
"Others","","CPS.OPERATION.IDENTITY.RELATIONTYPE","CPS.OPERATION.IDENTITY.RELATIONTYPE","N","N","","CPS.OPERATION.IDENTITY.RELATIONTYPE",""<endrec>
"Others","","CPS.OPERATION.VALIDATION.MODE","CPS.OPERATION.VALIDATION.MODE","N","N","","CPS.OPERATION.VALIDATION.MODE",""<endrec>
"Others","","CPS.OPERATIONS.NC.LOG.STATUS","Operations NC Log Status","N","N","","Operations NC Log Status",""<endrec>
"Others","","CPS.OPERATIONS.NC.SCHEDULE.STATUS","Operations NC Schedule Status","N","N","","Operations NC Schedule Status",""<endrec>
"Others","","CPS.OPERATIONS.PERFORMANCE.SLOT","CPS.OPERATIONS.PERFORMANCE.SLOT","N","N","","CPS.OPERATIONS.PERFORMANCE.SLOT",""<endrec>
"Others","","CPS.OPERATIONS.PERFORMANCE.TPS","CPS.OPERATIONS.PERFORMANCE.TPS","N","N","","CPS.OPERATIONS.PERFORMANCE.TPS",""<endrec>
"Others","","CPS.OPERATOR.CREDENTY","CPS.OPERATOR.CREDENTY","N","N","","CPS.OPERATOR.CREDENTY",""<endrec>
"Others","","CPS.OPERATOR.CUSTOMER.TASK_TYPE","CPS.OPERATOR.CUSTOMER.TASK_TYPE","N","N","","CPS.OPERATOR.CUSTOMER.TASK_TYPE",""<endrec>
"Others","","CPS.OPERATOR.ORGANIZATION.TASK_TYPE","CPS.OPERATOR.ORGANIZATION.TASK_TYPE","N","N","","CPS.OPERATOR.ORGANIZATION.TASK_TYPE",""<endrec>
"Others","","CPS.OPERATOR.ORGOPER.TASK_TYPE","CPS.OPERATOR.ORGOPER.TASK_TYPE","N","N","","CPS.OPERATOR.ORGOPER.TASK_TYPE",""<endrec>
"Others","","CPS.OPERATOR.ROLE","CPS.OPERATOR.ROLE","N","N","","CPS.OPERATOR.ROLE",""<endrec>
"Others","","CPS.OPERATOR.ROLE.CATEGORY","Role Category","N","N","","Role Category",""<endrec>
"Others","","CPS.OPERATOR.STATUS","CPS.OPERATOR.STATUS","N","N","","CPS.OPERATOR.STATUS",""<endrec>
"Others","","CPS.OPERATOR.TASK_TYPE","CPS.OPERATOR.TASK_TYPE","N","N","","CPS.OPERATOR.TASK_TYPE",""<endrec>
"Others","","CPS.OPERATOR.TYPE","CPS.OPERATOR.TYPE","N","N","","CPS.OPERATOR.TYPE",""<endrec>
"Others","","CPS.OPERATOR_ROLE_RELATIONSHIP.RELATIONSHIP","CPS.OPERATOR_ROLE_RELATIONSHIP.RELATIONSHIP","N","N","","CPS.OPERATOR_ROLE_RELATIONSHIP.RELATIONSHIP",""<endrec>
"Others","","CPS.ORG.BILLFORMAT","Organization Bill Format","N","N","","Organization Bill Format",""<endrec>
"Others","","CPS.ORG.BUSSINESS.DEFAULT.LANGUAGE","Organization bussiness.default.language","N","N","","Organization bussiness.default.language",""<endrec>
"Others","","CPS.ORG.BUSSINESS.LANGUAGE.CHARACTER","Organization Bussiness Language Character","N","N","","Organization Bussiness Language Character",""<endrec>
"Others","","CPS.ORG.BUSSINESS.LANGUAGE.DIRECTION","Organization Bussiness Language Direction","N","N","","Organization Bussiness Language Direction",""<endrec>
"Others","","CPS.ORG.BUSSINESS.SCOPE","Organization Bussiness Scope","N","N","","Organization Bussiness Scope",""<endrec>
"Others","","CPS.ORG.BUYGOODS.RULE","Buy Goods External Validation","N","N","","Buy Goods External Validation",""<endrec>
"Others","","CPS.ORG.CAPITAL","Organization Capital","N","N","","Organization Capital",""<endrec>
"Others","","CPS.ORG.COMPANY.SIZE","Organization Company Size","N","N","","Organization Company Size",""<endrec>
